job_id,titre,secteur,localisation,type_contrat,groupe_contrat,entreprise,type_entreprise,poste,date_publication,description,profil,competences,localisation_norm,text_profile
JOB250001190,COMPTABLE,"Finance, Banque, Assurance, Comptabilité & Fiscalité",POINTE-NOIRE,CDD,Emploi Temporaire,SOCIETE EQUATORIALE PHARMACEUTIQUE SEP,,1.0,2025-05-21 00:00:00,,,,pointe-noire,"COMPTABLE Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250001191,MAGASINIER,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,SOCIETE EQUATORIALE PHARMACEUTIQUE SEP,,1.0,2025-05-21 00:00:00,,,,pointe-noire,"MAGASINIER Commerce, Vente, Marketing & Distribution"
JOB250002150,COMPTABLE,"Finance, Banque, Assurance, Comptabilité & Fiscalité",POINTE-NOIRE,CDD,Emploi Temporaire,SOCIETE EQUATORIALE PHARMACEUTIQUE SEP,,1.0,2025-09-05 00:00:00,,,,pointe-noire,"COMPTABLE Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250002741,Ingénieur des Données,"Pétrole, Gaz & Hydrocarbures",POINTE-NOIRE,CDD,Emploi Temporaire,SOCIETE GEOLOG CONGO,,1.0,2025-11-26 00:00:00,,,,pointe-noire,"Ingénieur des Données Pétrole, Gaz & Hydrocarbures"
JOB250001998,Responsable Zootechnicien,Agriculture & Industrie Agroalimentaire,POINTE-NOIRE,CDI,Emploi Durable,SOCIETE LES GRANDS MOULINS DU PHARE,,1.0,2025-08-19 00:00:00,,,,pointe-noire,Responsable Zootechnicien Agriculture & Industrie Agroalimentaire
JOB250002087,Directeur Supply Chain,Agriculture & Industrie Agroalimentaire,POINTE-NOIRE,CDI,Emploi Durable,SOCIETE LES GRANDS MOULINS DU PHARE,,1.0,2025-09-01 00:00:00,,,,pointe-noire,Directeur Supply Chain Agriculture & Industrie Agroalimentaire
JOB250002704,Responsable Zootechnicien,Agriculture & Industrie Agroalimentaire,BRAZZAVILLE,CDI,Emploi Durable,SOCIETE LES GRANDS MOULINS DU PHARE,,1.0,2025-11-24 00:00:00,,,,brazzaville,Responsable Zootechnicien Agriculture & Industrie Agroalimentaire
JOB250002800,DIRECTEUR COMMERCIAL & MARKETING,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,SOCIETE LES GRANDS MOULINS DU PHARE,,1.0,2025-12-10 00:00:00,,,,pointe-noire,"DIRECTEUR COMMERCIAL & MARKETING Commerce, Vente, Marketing & Distribution"
JOB250002833,Responsable Zootechnicien,Agriculture & Industrie Agroalimentaire,BRAZZAVILLE,CDI,Emploi Durable,SOCIETE LES GRANDS MOULINS DU PHARE,,1.0,2025-12-15 00:00:00,,,,brazzaville,Responsable Zootechnicien Agriculture & Industrie Agroalimentaire
JOB250000965,Technicienspécialiséen électromécanique,"Énergie, Environnement & Eau",BRAZZAVILLE,CDI,Emploi Durable,Société Maintenance Industrielle et du Bâtiment (SMIB),,1.0,2025-04-23 00:00:00,,,,brazzaville,"Technicienspécialiséen électromécanique Énergie, Environnement & Eau"
JOB250000966,Comptable Senior,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,Société Maintenance Industrielle et du Bâtiment (SMIB),,1.0,2025-04-23 00:00:00,,,,brazzaville,"Comptable Senior Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250000967,Frigoriste,"Industrie, Production & Maintenance",BRAZZAVILLE,CDD,Emploi Temporaire,Société Maintenance Industrielle et du Bâtiment (SMIB),,1.0,2025-04-23 00:00:00,,,,brazzaville,"Frigoriste Industrie, Production & Maintenance"
JOB250002501,Préparateur de cuisine,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,SOCIETE MARIZA,,1.0,2025-10-24 00:00:00,,,,brazzaville,Préparateur de cuisine Hôtellerie - Restauration
JOB250002502,COMMIS DE CUISINE,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,SOCIETE MARIZA,,1.0,2025-10-24 00:00:00,,,,brazzaville,COMMIS DE CUISINE Hôtellerie - Restauration
JOB250002503,Cuisinier,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,SOCIETE MARIZA,,1.0,2025-10-24 00:00:00,,,,brazzaville,Cuisinier Hôtellerie - Restauration
JOB250002504,CHEF CUISINIER,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,SOCIETE MARIZA,,1.0,2025-10-24 00:00:00,,,,brazzaville,CHEF CUISINIER Hôtellerie - Restauration
JOB250002505,Barman,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,SOCIETE MARIZA,,1.0,2025-10-24 00:00:00,,,,brazzaville,Barman Hôtellerie - Restauration
JOB250002585,Caissier,"Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDD,Emploi Temporaire,SOCIETE MARIZA,,1.0,2025-11-05 00:00:00,,,,brazzaville,"Caissier Commerce, Vente, Marketing & Distribution"
JOB250002587,SERVEUR,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,SOCIETE MARIZA,,1.0,2025-11-05 00:00:00,,,,brazzaville,SERVEUR Hôtellerie - Restauration
JOB250002589,Assistant Manager,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,SOCIETE MARIZA,,1.0,2025-11-05 00:00:00,,,,brazzaville,"Assistant Manager Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250002590,Livreur,"Transport, Logistique & Supply Chain",BRAZZAVILLE,CDD,Emploi Temporaire,SOCIETE MARIZA,,1.0,2025-11-05 00:00:00,,,,brazzaville,"Livreur Transport, Logistique & Supply Chain"
JOB250002597,PLONGEUR,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,SOCIETE MARIZA,,1.0,2025-11-05 00:00:00,,,,brazzaville,PLONGEUR Hôtellerie - Restauration
JOB250001792,RESPONSABLE MARKETING,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,SOCIETE REGAL,,1.0,2025-07-26 00:00:00,,,,pointe-noire,"RESPONSABLE MARKETING Commerce, Vente, Marketing & Distribution"
JOB250001793,Responsable Logistique,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDI,Emploi Durable,SOCIETE REGAL,,1.0,2025-07-26 00:00:00,,,,pointe-noire,"Responsable Logistique Commerce, Vente, Marketing & Distribution"
JOB250001794,Chef d'Agence,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDI,Emploi Durable,SOCIETE REGAL,,1.0,2025-07-26 00:00:00,,,,pointe-noire,"Chef d'Agence Commerce, Vente, Marketing & Distribution"
JOB250001795,AUDITEUR INTERNE,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDI,Emploi Durable,SOCIETE REGAL,,1.0,2025-07-26 00:00:00,,,,pointe-noire,"AUDITEUR INTERNE Commerce, Vente, Marketing & Distribution"
JOB250001796,AUDITEUR FINANCIER,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDI,Emploi Durable,SOCIETE REGAL,,1.0,2025-07-26 00:00:00,,,,pointe-noire,"AUDITEUR FINANCIER Commerce, Vente, Marketing & Distribution"
NONREF000099,Comptable,"Pétrole, Gaz & Hydrocarbures",POINTE-NOIRE,CDD,Emploi Temporaire,SOCIETE SINO CONGOLAISE,,1.0,2025-01-21 00:00:00,,,,pointe-noire,"Comptable Pétrole, Gaz & Hydrocarbures"
JOB250000822,Assistant Ressources Humaines,"Pétrole, Gaz & Hydrocarbures",POINTE-NOIRE,CDD,Emploi Temporaire,SOCIETE SINO CONGOLAISE D'INVESTISSEMENT,,1.0,2025-02-25 00:00:00,,,,pointe-noire,"Assistant Ressources Humaines Pétrole, Gaz & Hydrocarbures"
JOB250001572,Agent commercial,"Pétrole, Gaz & Hydrocarbures",POINTE-NOIRE,CDD,Emploi Temporaire,SOCIETE SINO CONGOLAISE D'INVESTISSEMENT,,1.0,2025-07-02 00:00:00,,,,pointe-noire,"Agent commercial Pétrole, Gaz & Hydrocarbures"
NONREF000069,Chauffeur PL Mécaniciens,Autres,POINTE-NOIRE,CDD,Emploi Temporaire,SOCOSI,,1.0,2025-01-07 00:00:00,,,,pointe-noire,Chauffeur PL Mécaniciens Autres
JOB250000847,CAUFFEURS POIDS LOURDS,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-03-13 00:00:00,,,,pointe-noire,"CAUFFEURS POIDS LOURDS Transport, Logistique & Supply Chain"
JOB250000848,MECANICIEN,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-03-13 00:00:00,,,,pointe-noire,"MECANICIEN Transport, Logistique & Supply Chain"
JOB250000849,SOUDEUR,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-03-13 00:00:00,,,,pointe-noire,"SOUDEUR Transport, Logistique & Supply Chain"
JOB250000850,TOLIER,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-03-13 00:00:00,,,,pointe-noire,"TOLIER Transport, Logistique & Supply Chain"
JOB250000851,POINTEUR,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-03-13 00:00:00,,,,pointe-noire,"POINTEUR Transport, Logistique & Supply Chain"
JOB250000852,INGENIEUR MECANIQUE,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-03-13 00:00:00,,,,pointe-noire,"INGENIEUR MECANIQUE Transport, Logistique & Supply Chain"
JOB250000853,INGENIEUR TRAVAUX,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-03-13 00:00:00,,,,pointe-noire,"INGENIEUR TRAVAUX Transport, Logistique & Supply Chain"
JOB250000867,Chef Mécanicien,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-03-18 00:00:00,,,,pointe-noire,"Chef Mécanicien Transport, Logistique & Supply Chain"
JOB250000885,POINTEUR,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,2.0,2025-03-19 00:00:00,,,,pointe-noire,"POINTEUR Transport, Logistique & Supply Chain"
JOB250000886,ARRIMEUR EN CALE,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-03-19 00:00:00,,,,pointe-noire,"ARRIMEUR EN CALE Transport, Logistique & Supply Chain"
JOB250000889,Agent Bureau d'Embauche,"Conseil, Stratégie & Gestion des Ressources Humaines",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-03-19 00:00:00,,,,pointe-noire,"Agent Bureau d'Embauche Conseil, Stratégie & Gestion des Ressources Humaines"
NONREF000002,Agent adm en charge des diverses,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-01-16 00:00:00,,,,pointe-noire,"Agent adm en charge des diverses Commerce, Vente, Marketing & Distribution"
NONREF000011,Agent entretien et nettoyage,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-02-13 00:00:00,,,,pointe-noire,"Agent entretien et nettoyage Commerce, Vente, Marketing & Distribution"
NONREF000074,Chauffeurs poids lourd,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,20.0,2025-01-10 00:00:00,,,,pointe-noire,"Chauffeurs poids lourd Commerce, Vente, Marketing & Distribution"
NONREF000075,Chauffeurs poids lourd,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,25.0,2025-02-13 00:00:00,,,,pointe-noire,"Chauffeurs poids lourd Commerce, Vente, Marketing & Distribution"
NONREF000127,Electriciens,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,4.0,2025-01-10 00:00:00,,,,pointe-noire,"Electriciens Commerce, Vente, Marketing & Distribution"
NONREF000128,Electriciens,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,2.0,2025-02-13 00:00:00,,,,pointe-noire,"Electriciens Commerce, Vente, Marketing & Distribution"
NONREF000167,Magasinier,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-02-13 00:00:00,,,,pointe-noire,"Magasinier Commerce, Vente, Marketing & Distribution"
NONREF000176,Mécaniciens,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,11.0,2025-01-10 00:00:00,,,,pointe-noire,"Mécaniciens Commerce, Vente, Marketing & Distribution"
NONREF000177,Mécaniciens,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,11.0,2025-02-13 00:00:00,,,,pointe-noire,"Mécaniciens Commerce, Vente, Marketing & Distribution"
NONREF000200,Réparateur de pneus,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-01-10 00:00:00,,,,pointe-noire,"Réparateur de pneus Commerce, Vente, Marketing & Distribution"
NONREF000201,Réparateur de pneus,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-02-13 00:00:00,,,,pointe-noire,"Réparateur de pneus Commerce, Vente, Marketing & Distribution"
NONREF000234,Soudeurs,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,3.0,2025-01-10 00:00:00,,,,pointe-noire,"Soudeurs Commerce, Vente, Marketing & Distribution"
NONREF000235,Soudeurs,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,3.0,2025-02-13 00:00:00,,,,pointe-noire,"Soudeurs Commerce, Vente, Marketing & Distribution"
NONREF000248,Tolier,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-01-10 00:00:00,,,,pointe-noire,"Tolier Commerce, Vente, Marketing & Distribution"
JOB250000960,CHEF DE SERVICE MANUTENTION,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-04-23 00:00:00,,,,pointe-noire,"CHEF DE SERVICE MANUTENTION Transport, Logistique & Supply Chain"
JOB250000970,INGENIEUR GENIE CIVIL,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-04-23 00:00:00,,,,pointe-noire,"INGENIEUR GENIE CIVIL Transport, Logistique & Supply Chain"
JOB250000971,INGENIEUR TOPOGRAPHE,"Bâtiment, Travaux Publics & Aménagement du Territoire",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-04-23 00:00:00,,,,pointe-noire,"INGENIEUR TOPOGRAPHE Bâtiment, Travaux Publics & Aménagement du Territoire"
JOB250000972,CONDUCTEURS DES TRAVAUX,"Bâtiment, Travaux Publics & Aménagement du Territoire",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,2.0,2025-04-23 00:00:00,,,,pointe-noire,"CONDUCTEURS DES TRAVAUX Bâtiment, Travaux Publics & Aménagement du Territoire"
JOB250001183,Chauffeur,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-05-20 00:00:00,,,,pointe-noire,"Chauffeur Transport, Logistique & Supply Chain"
JOB250001420,Chef de ServiceManutention,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-06-16 00:00:00,,,,pointe-noire,"Chef de ServiceManutention Transport, Logistique & Supply Chain"
JOB250001422,Chauffeur,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-06-16 00:00:00,,,,pointe-noire,"Chauffeur Transport, Logistique & Supply Chain"
JOB250001423,POINTEUR,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-06-16 00:00:00,,,,pointe-noire,"POINTEUR Transport, Logistique & Supply Chain"
JOB250001425,Réparateur de Pneus,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-06-16 00:00:00,,,,pointe-noire,"Réparateur de Pneus Transport, Logistique & Supply Chain"
JOB250001426,MAGASINIER,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-06-16 00:00:00,,,,pointe-noire,"MAGASINIER Transport, Logistique & Supply Chain"
JOB250001427,TREUILLISTES,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-06-16 00:00:00,,,,pointe-noire,"TREUILLISTES Transport, Logistique & Supply Chain"
JOB250001667,"Commis Confection Manifestes, Mouvement des Navires","Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-07-11 00:00:00,,,,pointe-noire,"Commis Confection Manifestes, Mouvement des Navires Transport, Logistique & Supply Chain"
JOB250001668,Chauffeur Poids Lourds,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,32.0,2025-07-11 00:00:00,,,,pointe-noire,"Chauffeur Poids Lourds Transport, Logistique & Supply Chain"
JOB250001669,MECANICIEN,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,11.0,2025-07-11 00:00:00,,,,pointe-noire,"MECANICIEN Transport, Logistique & Supply Chain"
JOB250001670,Electricien,"Énergie, Environnement & Eau",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,7.0,2025-07-11 00:00:00,,,,pointe-noire,"Electricien Énergie, Environnement & Eau"
JOB250001671,Soudeur,"Industrie, Production & Maintenance",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,6.0,2025-07-11 00:00:00,,,,pointe-noire,"Soudeur Industrie, Production & Maintenance"
JOB250001672,TOLIER,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,2.0,2025-07-11 00:00:00,,,,pointe-noire,"TOLIER Transport, Logistique & Supply Chain"
JOB250001673,POINTEUR,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,2.0,2025-07-11 00:00:00,,,,pointe-noire,"POINTEUR Transport, Logistique & Supply Chain"
JOB250001674,réparateur de pneus,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,2.0,2025-07-11 00:00:00,,,,pointe-noire,"réparateur de pneus Transport, Logistique & Supply Chain"
JOB250001675,MAGASINIER,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-07-11 00:00:00,,,,pointe-noire,"MAGASINIER Transport, Logistique & Supply Chain"
JOB250001676,TREUILLISTES,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,6.0,2025-07-11 00:00:00,,,,pointe-noire,"TREUILLISTES Transport, Logistique & Supply Chain"
JOB250001915,Chef du Service Immobilier,Immobilier,POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-08-11 00:00:00,,,,pointe-noire,Chef du Service Immobilier Immobilier
JOB250001986,Chauffeur Poids Lourds,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-08-19 00:00:00,,,,pointe-noire,"Chauffeur Poids Lourds Transport, Logistique & Supply Chain"
JOB250001987,MECANICIEN,"Industrie, Production & Maintenance",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-08-19 00:00:00,,,,pointe-noire,"MECANICIEN Industrie, Production & Maintenance"
JOB250001988,MECANICIEN,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-08-19 00:00:00,,,,pointe-noire,"MECANICIEN Transport, Logistique & Supply Chain"
JOB250001990,Electricien,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-08-19 00:00:00,,,,pointe-noire,"Electricien Transport, Logistique & Supply Chain"
JOB250001991,Soudeur,"Industrie, Production & Maintenance",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-08-19 00:00:00,,,,pointe-noire,"Soudeur Industrie, Production & Maintenance"
JOB250002001,Soudeur,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,3.0,2025-08-20 00:00:00,,,,pointe-noire,"Soudeur Transport, Logistique & Supply Chain"
JOB250002003,POINTEUR,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,2.0,2025-08-20 00:00:00,,,,pointe-noire,"POINTEUR Transport, Logistique & Supply Chain"
JOB250002004,réparateur de pneus,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-08-20 00:00:00,,,,pointe-noire,"réparateur de pneus Transport, Logistique & Supply Chain"
JOB250002008,MAGASINIER,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-08-20 00:00:00,,,,pointe-noire,"MAGASINIER Transport, Logistique & Supply Chain"
JOB250002157,Ingénieur Travaux,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-09-08 00:00:00,,,,pointe-noire,"Ingénieur Travaux Transport, Logistique & Supply Chain"
JOB250002158,IngénieurMécanique,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-09-08 00:00:00,,,,pointe-noire,"IngénieurMécanique Transport, Logistique & Supply Chain"
JOB250002159,Chef Mécanicien,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-09-08 00:00:00,,,,pointe-noire,"Chef Mécanicien Transport, Logistique & Supply Chain"
JOB250002161,Chef du Service Manutention,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-09-08 00:00:00,,,,pointe-noire,"Chef du Service Manutention Transport, Logistique & Supply Chain"
JOB250002231,Chauffeur Poids Lourds,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-09-15 00:00:00,,,,pointe-noire,"Chauffeur Poids Lourds Transport, Logistique & Supply Chain"
JOB250002233,MECANICIEN,"Industrie, Production & Maintenance",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-09-15 00:00:00,,,,pointe-noire,"MECANICIEN Industrie, Production & Maintenance"
JOB250002235,Electricien,"Énergie, Environnement & Eau",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-09-15 00:00:00,,,,pointe-noire,"Electricien Énergie, Environnement & Eau"
JOB250002236,Electricien,"Énergie, Environnement & Eau",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-09-15 00:00:00,,,,pointe-noire,"Electricien Énergie, Environnement & Eau"
JOB250002238,POINTEUR,"Bâtiment, Travaux Publics & Aménagement du Territoire",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-09-15 00:00:00,,,,pointe-noire,"POINTEUR Bâtiment, Travaux Publics & Aménagement du Territoire"
JOB250002239,MAGASINIER,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-09-15 00:00:00,,,,pointe-noire,"MAGASINIER Commerce, Vente, Marketing & Distribution"
JOB250002241,TOLIER,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOCOTRANS,,1.0,2025-09-15 00:00:00,,,,pointe-noire,"TOLIER Transport, Logistique & Supply Chain"
JOB250001927,Responsable Marketing et Communication,"Communication, Médias & Événementiel",BRAZZAVILLE,CDD,Emploi Temporaire,SOFATT INDUSTRIE S.A,,1.0,2025-08-12 00:00:00,,,,brazzaville,"Responsable Marketing et Communication Communication, Médias & Événementiel"
JOB250001928,Agent de Production,Agriculture & Industrie Agroalimentaire,BRAZZAVILLE,CDD,Emploi Temporaire,SOFATT INDUSTRIE S.A,,1.0,2025-08-12 00:00:00,,,,brazzaville,Agent de Production Agriculture & Industrie Agroalimentaire
JOB250000846,COMPTABLE,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOGENA CONGO,,1.0,2025-03-13 00:00:00,,,,pointe-noire,"COMPTABLE Transport, Logistique & Supply Chain"
JOB250000904,AGENT DE TRANSIT,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOGENA CONGO,,1.0,2025-03-28 00:00:00,,,,pointe-noire,"AGENT DE TRANSIT Transport, Logistique & Supply Chain"
JOB250001649,AGENT DE FACTURATION ET DE SAISIE,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOGENA CONGO,,1.0,2025-07-08 00:00:00,,,,pointe-noire,"AGENT DE FACTURATION ET DE SAISIE Transport, Logistique & Supply Chain"
JOB250000862,COMMERCIAL,"Communication, Médias & Événementiel",POINTE-NOIRE,CDD,Emploi Temporaire,SOMEDIA,,1.0,2025-03-17 00:00:00,,,,pointe-noire,"COMMERCIAL Communication, Médias & Événementiel"
NONREF000089,Commercial,"Conseil, Stratégie & Gestion des Ressources Humaines",POINTE-NOIRE,CDD,Emploi Temporaire,SOMEDIA,,1.0,2025-01-17 00:00:00,,,,pointe-noire,"Commercial Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001628,COMMERCIAL,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,SOMEDIA,,1.0,2025-07-07 00:00:00,,,,pointe-noire,"COMMERCIAL Commerce, Vente, Marketing & Distribution"
JOB250002762,Community Manager,"Communication, Médias & Événementiel",POINTE-NOIRE,CDD,Emploi Temporaire,SOMEDIA,,1.0,2025-12-02 00:00:00,,,,pointe-noire,"Community Manager Communication, Médias & Événementiel"
NONREF000071,Chauffeurs citerne,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,SOTRA,,2.0,2025-01-10 00:00:00,,,,pointe-noire,"Chauffeurs citerne Transport, Logistique & Supply Chain"
JOB250000888,AGENT HSE,"Assurance Qualité, Contrôle, Testing (QHSE)",POINTE-NOIRE,CDD,Emploi Temporaire,SOTRA ,,1.0,2025-03-19 00:00:00,,,,pointe-noire,"AGENT HSE Assurance Qualité, Contrôle, Testing (QHSE)"
